idnum,province,replicat,sample,over,areacode,intdate,intnum,attempts,refusals,contacts,answers,intime,result,rn1,rn2,rn3,rn4,rn5,rn6,rn7,rn8,rn9,rn10,rn11,rn12,rn13,rn14,rsex,nadults,a1,a2,a2a,a2b,a3,a4,a4a,a4b,a6,a6a,a6b,a7,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,c1,c1ab,c2,c2ab,c3,c4,d1a,d1b,d1c,d1d,d1da,d1e,d1ea,d1f,d1fa,d2a,d2b,d2c,d2d,d2e,d2f,d2g,d2h,d2i,d3a,d3b,d3c,d3d,d3e,d3f,d3g,d3h,d4a,d4b,d4c,d4d,d4e,d4f,d4g,d4h,d5a,d5b,d5c,d5d,d5e,d5f,d5g,d5h,d6a,d6b,d6c,d7a,d7b,d7c,d8a,d8b,d8c,d9,d9a,d10a,d10b,d10c,d10d,d10e,d10f,d10g,d11a,d11b,d11c,d11d,d12,d13,d14,d15,e1,e1a,e1b,e2,e2a,e2b,f1a,f1b,f1c,f2a,f2b,f2c,f3,g1,g1ab,g2,g3,g3ab,h1a,h1b,h1c,h1d,h1e,h1f,h1g,h2a,h2b,h2c,h2d,h2e,h2f,h2g,h3,h4a,h4b,h4c,h4d,h4e,h4f,h4g,h5,h5a,i1,i2,i3,i4,j1,j1ab,j2,j2a,j2b,j3,j3a,j3b,j4,k1,k1a,k1b,k1c,k2,k2a,k2b,k2c,l2,l2a1,l2a2,l2a3,l2b1,l2b2,l3,l4a,l4b,l4c,l4d,l5,l6a,l6b,l7,l8,l9,l10,l11,l12,l12a,l13,l14,m1,m2,n1,n2,n3,n4,n5,n6,n7,n8,n8a,n9,n10,n11,n11a,n12,n13,n14,n15,n16,n17,n18,n19,n20,intlang,interest,length,a5a,a5b,a5c,a5d,l1a,l1b,l1c,l1d,xprov,xreplic,xsample,xover,xareacod,xintdate,xintnum,xattempt,xrefusal,xcontact,xanswer,xintime,xresult,xrn1,xrn2,xrn3,xrn4,xrn5,xrn6,xrn7,xrn8,xrn9,xrn10,xrn11,xrn12,xrn13,xrn14,xrsex,xa1,xa2,xa3,xa5a,xa5b,xa6a,xa6b,xa7a,xa7b,xa8a,xa8b,xa9a,xa9b,xb1,xb2,xb2a,xb2b,xb3a,xb3b,xb4,xb4a,xb5,xb5a,xc1,xc2,xc2a,xc3,xc3a,xc4,xc4a,xc5,xc5a,xc5b,xc6,xc6a,xc7,xc7a,xe1a,xe1b,xe1c,xe1d,xe1e,xe1f,xe2a,xe2b,xe2c,xe2d,xe2e,xe2f,xe2g,xe2h,xe2i,xf2,xf3,xf4a,xf4b,xf5,xf6,xf7,xf8,xg1,xg1a,xg1b,xg1c,xg1d,xg2a,xg2b,xg2c,xg2d,xg3a,xg3b,xg3c,xg3d,xh1,xh2,xh3,xh4,xh5,xh6,xh7,xh8,xh9,xh10,xh11,xi1a,xi1b,xi1c,xi2a,xi2b,xi2c,xi3a,xi3b,xi3c,xj1a,xj1b,xj1c,xj2a,xj2b,xj2c,xj2d,xj3a,xj3b,xj3c,xj3d,xj4a,xj4b,xj4c,xj4d,xj5a,xj5b,xj5c,xj6a,xj6b,xj7a,xj7b,xk1,xk2,xk3,xk4,xk5,xk6,xk7,xk8,xk9,xk10,xl1a,xl1b,xl1c,xl2a,xl2b,xl2c,xl2d,xl2e,xl3,xl4,xl5,xl6,xl7,xl8a,xl9a,xl10a,xm1,xm2,xm3,xm4,xn1,xn2,xinteres,xlength,xintlang,xa4a,xa4b,xa4c,xa4d,xf1a,xf1b,xf1c,xf1d,mailid,zintlang,qa1,qa2,qa3,qa4,qa5,qa6,qa7,qa8,qa9,qa10,qa11,qa12,qa13,qb1,qb2,qb3,qb4,qb5,qb6,qb7,qb8,qb9,qb10,qb11,qb12,qb13,qb14,qb15,qb16,qb17,qc1,qc2,qc3,qc4,qc5,qc6,qc7,qc8,qc9,qc10,qc11,qc12,qc13,qc14,qc15,qc16,qc17,qd1,qd2,qd3,qd4,qd5,qd6,qd7,qd8,qe1,qe2,qe3,qe4,qe5,qe6,qe7,qe8,qe9,qe10,qe11,qe12,qe13,qf1,qf2,qf3,qf4,qf5,qf6,qf7,qf8,qf9,qf10,qf11,qg1,qg2,qg3,qg4,qh1,qh2,qh3,qh4,qh5,qh6,qh7,qh8,qh9,qh10,qh11,qh12,zrsex,yrbirth,comments,inpre,inpost,inmail,intype,link,blish81,pinpor81,franco,wt1,wt2,wt3,wt4,wt5,wt6,wt7
41,0,1,5,0,709,100488,12,1,0,1,1,34,1,1,1,0,1,1,0,1,12,4,2,5,0,3,0,5,2,2,7,3,3,5,0,,,,,,3,1,2,,3,5,1,2,1,2,,5,4,3,,3,1,3,2,3,5,,5,,5,,,90,,0,100,80,,,,,,,,,,,,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,,3,,5,3,,,80,100,50,50,100,0,5,5,5,1,1,2,1,1,1,1,4,1,1,1,1,5,1,3,1,1,0,3,2,2,4,2,4,4,5,,1,1,,,3,,5,,5,3,,,1,5,,,,5,,,,1,,3,,,,5,,1,,,1,1,,1,1,1,5,5,3,5,1,3,5,5,1918,1,3,5,5,9994,1,,,5,,2,,7,1,,2,3,3,5,3,0,1,,,12,,,,8,,,,0,1,5,0,709,121688,76,3,0,1,2,29,1,1,1,0,1,1,0,1,12,4,2,5,0,3,0,5,4,2,5,8,,8,,1,2,8,,8,,1,2,1,4,,,2,1,2,1,5,5,,5,,1,4,5,8,1,5,,,,4,4,4,4,4,4,,,,50,80,60,,,,5,8,1,,1,8,5,5,,,,,,,,,,,,,,100,100,80,100,998,80,100,100,998,100,70,,,,,,,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,1,1,8,1,8,1,1,1,1,5,,1,1,1,8,1,1,1,1,,,,,,4,5,1,5,1918,1,3,15,1,12,,,,22,23,,,264,1,2,2,8,2,2,1,1,2,2,8,2,2,2,8,8,3,4,4,4,2,8,4,3,8,8,8,8,3,,3,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,8,1,1,8,1,8,1,1,1,2,,8,2,2,2,2,1,2,2,,,,,,,,,,,,8,8,8,8,10,8,1,9,3,5,2,4,11,12,7,6,1,1918,,1,1,1,3,5,9994,18,2,0.520347049894415,0.852829477112032,1.03556376033516,,0.490745969589725,0.852829477112032,0.917706676393477
44,4,1,5,0,514,100488,12,1,0,1,1,44,1,0,2,1,2,0,0,1,8,5,1,0,0,1,1,5,1,2,1,3,1,5,0,,,,,,2,8,,,,,8,,9,,9,5,5,1,1,5,1,4,2,2,5,,5,,5,,,100,100,100,100,100,,,,,,,,,,,,1,3,3,3,3,3,3,3,1,3,3,3,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,998,,,,1,8,,1,1,,998,998,998,998,998,998,5,8,,1,8,,3,8,8,8,8,8,8,8,,,,,,,0,8,,,,,,,5,,1,3,,,8,,8,,,8,,,8,5,,,,5,,,,3,,,8,,,8,,,8,,5,,1,8,8,8,8,5,8,,8,8,9,9,1918,2,1,,3,6125,5,1,,5,,2,,0,1,,1,5,3,1,1,0,1,,,12,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,23.31,12,2,0.455464069439945,0.396843284699792,,,0.54671503044919,0.478260848780018,
52,3,1,6,0,506,100688,24,3,0,1,2,34,1,1,1,1,3,0,0,0,32,2,10,2,1,2,0,5,1,3,7,5,5,1,7,0,4,,,,3,5,,,,,1,1,5,,,3,,5,4,3,3,2,3,2,5,,8,,8,,40,,50,70,55,30,,,,4,4,4,2,4,2,4,4,,,,,,,,,4,4,2,2,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,3,,,70,60,10,50,50,10,5,3,,5,5,,4,5,5,5,5,5,5,1,3,3,3,3,3,3,0,3,1,1,3,3,3,3,5,,2,3,,,3,,5,,1,1,1,,4,5,,,,5,,,,1,,3,,,,1,,,,1,5,3,,1,1,1,1,5,3,1,5,5,5,5,1957,1,4,5,3,6143,5,1,,1,,1,4,3,1,,0,3,3,5,2,2,1,3,20,98,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,35.62,12,2,0.287671375120325,0.701885908175551,0.572506466637692,,0.26814247835877,0.484848775844466,0.501432834629821
55,5,1,6,0,416,100488,53,1,0,1,1,31,1,0,1,1,0,0,2,0,17,5,6,3,0,0,1,5,1,3,1,1,5,5,0,,,,,,4,5,,,,,1,3,5,,,5,5,1,1,3,1,4,4,4,8,,8,,8,,,,,50,50,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,1,2,,3,,,998,998,998,50,50,30,5,1,2,1,1,2,5,1,3,5,2,4,1,3,1,4,5,1,8,8,5,5,2,2,2,1,1,2,5,,3,3,,,3,,3,,,1,1,,1,5,,,,5,,,,1,,3,,,,1,8,,,,1,,1,1,1,5,3,1,5,,1,3,5,5,1958,4,5,5,1,4197,5,1,,5,5,1,2,0,19,1969,24,3,3,5,3,0,1,,,1,,,,98,,,,5,1,6,0,416,11089,63,7,0,2,2,21,1,0,1,1,0,0,2,0,17,5,6,3,0,0,1,5,3,4,5,1,7,1,98,1,98,5,,1,5,5,,,,3,1,2,1,2,1,5,5,,5,,1,7,5,8,8,5,,,,4,4,4,4,4,4,,,,60,60,70,,,,1,8,,1,1,8,3,5,,,,,,,,,,,,,,80,80,80,85,95,10,85,85,65,60,75,,,,,,,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,3,1,1,1,1,1,1,3,1,3,,1,3,3,8,3,1,1,3,,,,,,170,5,5,5,1958,19,5,15,1,12,,,,24,,,,1671,1,3,3,8,2,3,1,2,3,3,3,3,1,1,4,3,4,4,3,3,2,2,8,3,3,1,4,3,4,4,3,2,1,2,3,3,2,3,3,2,1,1,2,3,3,3,8,1,2,2,2,2,8,1,2,2,2,1,1,3,1,8,2,3,2,2,2,1,8,2,1,2,2,2,2,2,2,1,2,2,8,1,8,8,1,11,9,10,8,3,2,4,6,7,5,12,5,1958,,1,1,1,3,4,37.93,14,2,0.7794017062838,0.547248395546925,,,0.739054630115067,0.495433787144842,
58,7,1,6,0,306,100488,76,1,0,1,1,26,1,0,0,0,2,0,1,1,17,1,11,4,0,1,0,5,1,4,0,,,5,7,20,5,,,,3,8,,,,,1,1,8,,,1,1,8,,3,1,3,3,3,8,,8,,8,,,,,998,998,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,,1,2,,8,,,998,998,998,998,998,998,5,1,2,3,5,,0,,,,,,,2,8,8,8,8,8,8,0,3,8,8,8,8,8,8,5,,4,,1,2,8,,8,,,8,,,8,5,,,,8,,,,1,3,,,,,8,,,8,,1,3,,1,8,5,8,5,8,,1,5,5,5,1963,1,5,5,1,9313,5,1,,5,5,5,,2,1,,98,3,3,5,3,1,1,,,98,,,,98,,,,7,1,6,0,306,11089,67,5,0,3,3,24,1,0,0,0,2,0,1,1,17,1,11,4,0,1,0,5,4,4,4,1,1,8,,8,,8,,8,,1,9,,,,,8,,3,1,5,5,,5,,1,98,5,8,8,5,,,,3,3,3,4,4,4,49,49,49,49,49,49,,,,8,3,3,,5,1,5,5,1,4,4,4,4,4,4,4,4,4,4,4,4,75,75,75,75,75,49,75,99,49,75,75,,,,,,,,,,1,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,3,1,3,3,3,1,3,3,1,5,,8,8,2,8,3,1,4,,1,9,8,8,8,228,1,5,5,1963,1,5,20,1,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,32.59,15,2,0.360253103982365,0.513298030116459,,0.492951081096808,0.339759318030934,0.513298030116459,
64,4,1,7,0,514,101488,60,6,1,1,3,28,1,0,2,1,2,1,0,1,22,5,10,4,1,0,1,1,1,4,0,,,,3,14,5,,,,3,5,,,,,5,,5,,2,3,,3,,3,8,3,4,4,8,,8,,8,,,,,50,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,,2,,,3,,,50,50,50,50,40,40,5,3,,3,1,2,2,8,8,8,8,8,8,9,,,,,,,9,9,,,,,,,1,2,4,,5,,9,,3,,,3,,,2,5,,,,5,,,,1,,,3,,,1,,,5,,3,,1,3,1,5,8,5,8,,1,3,5,5,1949,3,7,5,1,9591,5,1,,1,1,1,8,0,4,1957,8,1,1,1,3,1,2,3,15,,,,,,,,,4,1,7,0,514,121788,45,4,0,1,1,25,1,0,2,1,2,1,0,1,22,5,10,4,1,0,1,1,3,5,5,1,7,5,,8,,8,,5,,1,1,1,4,,,8,,8,,1,5,,1,98,1,98,5,8,8,5,,,,3,3,3,4,4,4,60,40,40,60,40,40,,,,8,8,,1,1,8,5,3,1,2,2,2,4,2,4,4,4,2,4,4,4,70,50,50,70,70,60,70,70,70,80,60,,,,,,,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,5,1,3,1,1,1,1,1,1,3,,2,3,3,2,3,1,4,,8,,1,1,1,998,5,5,5,1949,4,1,15,2,12,,,,12,,,,3234,2,1,,2,2,2,2,2,2,2,2,,1,2,4,4,4,4,4,4,3,4,4,3,3,1,4,4,4,4,2,1,1,1,2,2,,,,,2,2,2,2,1,2,1,2,2,2,1,1,1,8,1,1,2,,1,1,1,2,3,2,2,1,2,1,2,1,8,8,2,2,1,2,2,2,1,2,8,1,2,1,8,12,5,9,10,4,6,2,7,3,11,1,1,1949,,1,1,1,3,4,37.19,13,1,0.567576518249523,0.49452623144911,,,0.54671503044919,0.478260848780018,
71,0,1,8,0,709,101288,1,3,1,1,2,33,1,0,0,1,1,1,1,1,17,5,10,2,1,4,0,5,2,1,7,1,1,1,1,0,4,,,,3,1,2,,3,1,1,2,1,2,,3,,3,,1,5,3,3,3,8,,1,1,1,1,,,,55,80,998,,50,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,5,2,2,1,1,5,1,1,5,1,1,,5,5,5,,2,,1,5,2,,,1,2,,30,75,35,60,85,998,5,3,,1,1,2,1,8,8,8,1,8,8,2,8,8,8,8,8,8,3,2,8,8,8,8,8,8,5,,1,1,,,3,,3,,,8,,,8,1,2,0,,5,,,,1,3,,,,,8,,8,,,5,5,,3,3,3,1,5,3,1,1,3,5,5,1939,4,4,5,1,6121,5,1,,1,5,1,2,5,1,,1,3,3,1,1,1,1,1,15,98,,,,98,,,,0,1,8,0,709,121588,62,2,0,1,1,35,1,0,0,1,1,1,1,1,17,5,10,2,1,4,0,5,1,1,4,1,1,1,98,1,2,8,,8,,1,2,3,1,,,2,1,1,2,5,5,,1,2,1,1,1,8,8,5,,,,1,3,3,1,1,3,40,80,30,40,90,20,50,90,20,8,1,5,,1,8,3,8,1,2,4,2,2,1,1,2,2,1,1,1,1,100,100,70,100,80,100,100,100,50,100,60,2,2,2,1,1,1,4,4,5,5,5,,5,,,,5,,,,5,,,,1,5,1,5,,5,,1,1,3,1,3,1,1,1,1,1,1,3,,2,8,1,8,8,8,1,1,,,3,3,3,2,1,1,1,1939,1,1,30,1,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,25.56,13,2,0.520347049894415,0.852829477112032,1.03556376033516,,0.490745969589725,0.852829477112032,0.917706676393477
76,5,1,8,0,519,100688,66,4,0,2,4,36,1,0,1,0,1,0,1,1,0,5,8,2,1,3,1,1,2,1,0,,,5,7,9,1,,,,1,5,,,,,5,,5,,,1,2,1,2,3,1,1,1,1,1,1,1,4,1,4,26,2,1,18,1,0,0,,,1,2,2,5,1,2,1,5,1,4,5,5,4,1,5,5,1,1,4,2,2,1,1,5,5,5,1,,,,,,,1,1,1,1,1,1,1,1,,5,5,1,1,196,1,5,5,1,1,,3,,,100,0,0,100,0,0,1,1,2,1,5,,3,8,2,8,2,8,8,1,3,1,5,1,3,5,3,5,1,3,1,3,1,1,1,5,4,,1,2,5,4,3,,,5,,3,5,5,,,,1,1,0,,1,,3,,,,1,,1,,,1,,1,1,1,5,1,1,5,,5,1,1,1,1944,1,99,,1,1171,1,,,5,5,7,,,1,,2,3,3,1,99,2,1,5,15,12,4,19,,6,,,,5,1,8,0,519,120788,24,1,0,1,1,20,1,0,1,0,1,0,1,1,0,5,8,2,1,3,1,1,1,2,1,1,7,1,7,8,,8,,8,,5,,,,8,,1,2,1,2,1,5,,1,4,1,7,5,2,3,1,4,1,1,1,1,1,1,3,3,25,10,1,10,10,1,20,1,1,1,8,,1,1,1,1,5,1,1,5,2,5,1,5,5,5,1,2,2,4,50,50,75,95,50,10,50,90,50,50,50,5,1,2,5,2,5,5,2,2,5,5,,5,,,,1,1,1,4,5,,,,5,,,5,,5,,5,3,3,1,3,3,1,3,3,3,1,1,,1,4,4,2,3,1,2,5,,,1,1,1,196,1,5,5,1944,1,5,12,1,12,4,6,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,59.44,2,2,1.5588034125676,1.09449679109384,,,1.47810926023015,0.990867574289685,
80,9,1,8,0,604,100588,23,2,0,1,2,41,1,1,0,1,2,1,2,0,17,0,5,3,1,4,0,1,1,2,7,5,3,5,7,25,3,,,,2,1,2,,3,5,1,1,1,4,,5,5,1,2,5,5,1,1,1,5,,5,,5,,40,60,35,40,60,20,,,,1,4,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,261,,,,2,,,3,,,30,50,998,85,60,20,1,3,,1,3,4,5,3,3,3,3,3,3,3,4,1,3,1,4,4,3,5,2,2,4,2,2,4,1,4,4,,5,,5,4,3,,,3,,,1,5,,,,5,,,,5,,,,,5,1,,,1,,1,3,,1,1,5,5,5,1,,1,1,5,5,1943,5,4,5,1,5173,5,1,,5,5,1,1,0,1,,3,3,3,1,9,0,1,3,30,12,4,,,12,,,,9,1,8,0,604,10989,74,7,0,1,3,34,1,1,0,1,2,1,2,0,17,0,5,3,1,4,0,1,1,3,2,1,7,5,,5,,5,,5,,1,2,3,4,,,3,2,4,4,1,1,2,5,,5,,1,2,1,5,,,,1,1,1,3,3,3,50,70,60,50,70,50,60,30,30,1,5,3,,1,5,1,5,1,2,4,2,2,1,2,1,1,1,1,2,2,75,70,75,85,75,45,80,80,55,75,65,2,1,2,5,5,5,5,2,2,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,3,3,3,3,1,3,3,3,5,3,,3,2,3,3,2,5,4,,5,,1,1,1,274,5,5,1,1943,1,3,20,1,12,10,,,10,,,,1673,1,3,1,3,2,1,1,1,1,3,2,1,3,2,3,3,3,3,1,2,1,1,3,1,4,1,2,3,2,4,1,1,3,2,1,3,3,2,3,3,1,3,2,3,3,2,1,2,2,2,2,1,1,2,2,2,3,3,1,1,3,3,3,,2,1,3,1,1,2,8,2,2,2,2,2,2,1,1,1,1,1,3,2,11,12,6,7,1,5,8,3,4,10,2,9,1,1943,,1,1,1,3,4,58.62,9,2,0.484739920028229,0.527227747545523,,,0.457164429204257,0.527227747545523,
90,9,1,9,0,604,101288,1,2,1,1,2,42,1,1,0,0,2,1,1,1,13,1,5,2,0,0,1,5,2,4,5,5,4,1,6,24,5,,,,4,1,1,,3,1,1,1,1,4,,1,1,1,1,3,3,1,1,1,8,,8,,8,,0,0,0,0,0,0,,,,1,2,1,2,2,2,2,5,2,4,5,2,2,4,2,4,1,5,4,2,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,268,,,,1,1,,1,2,,50,20,30,50,20,30,1,1,1,3,1,1,5,2,1,8,1,1,8,1,5,1,5,1,5,5,5,4,2,2,2,2,2,2,5,,4,,5,,3,,1,5,,3,,,3,5,,,,5,,,,1,3,,,,,1,,,5,,5,,1,1,5,5,5,1,1,,1,1,1,5,1957,1,5,5,6,5172,1,,,5,5,1,4,1,1,,0,3,3,5,6,1,1,1,20,4,12,,,28,,,,9,1,9,0,604,112488,48,1,0,1,1,,1,1,0,0,2,1,1,1,13,1,5,2,0,0,1,5,2,3,4,8,,8,,8,,8,,8,,1,1,3,1,,,1,3,1,3,1,5,,1,3,5,,5,2,8,5,,,,1,1,1,3,4,4,70,49,30,75,40,10,60,,,1,5,,1,5,5,1,5,1,1,2,1,2,2,2,4,4,2,2,1,4,55,45,100,100,60,0,100,80,40,40,95,2,2,2,,,,,,,5,5,,5,,,,1,5,5,,5,,,,7,,,5,,5,,5,1,1,1,5,1,5,3,3,5,1,1,,1,3,4,2,4,1,4,,5,,3,1,5,287,1,5,1,1957,1,1,20,1,4,12,,,12,,,,1,1,3,1,8,1,1,1,1,1,1,2,8,1,1,3,2,2,2,2,1,3,2,3,8,8,2,2,8,3,8,8,1,3,3,1,2,1,3,3,2,1,1,3,3,2,2,3,1,2,1,2,1,1,2,2,2,2,2,3,1,1,2,2,3,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,1,3,1,4,12,8,11,9,2,1,5,6,7,3,10,5,1957,,1,1,1,3,4,49.99,9,2,0.969479840056456,1.05445549509104,,,0.914328858408515,1.05445549509104,
92,3,1,10,1,506,100688,49,1,0,1,1,38,1,1,1,0,3,0,1,0,27,2,2,2,0,0,0,1,2,3,7,1,5,5,0,,,,,,4,1,2,,7,1,1,2,1,2,,8,,3,,3,8,2,2,4,1,3,1,3,8,,50,100,,28,25,18,,,,2,2,2,2,2,2,2,4,1,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,5,5,,2,,,3,,,25,75,5,35,65,10,5,8,,5,5,,2,8,8,8,4,4,8,3,4,4,4,4,4,4,3,2,8,8,8,5,5,8,1,3,1,3,,,5,4,3,,,8,,,2,5,,,,5,,,,5,,,,3,,9,,,,5,5,5,,1,1,1,1,5,3,5,1,5,5,5,1944,1,5,1,3,8581,5,1,,1,,2,,7,1,,8,1,1,1,3,0,2,1,12,98,,,,8,,,,3,1,10,1,506,120188,49,4,0,1,3,29,1,1,1,0,3,0,1,0,27,2,2,2,0,0,0,1,3,3,4,1,2,1,2,1,2,1,2,1,2,1,2,3,1,,,2,1,1,2,1,1,2,5,,1,4,1,8,8,5,,,,3,3,4,3,3,3,0,25,,50,40,12,50,40,10,5,5,5,,5,5,5,1,1,4,4,4,4,1,4,1,4,,,,,50,50,50,50,50,50,50,100,50,100,10,4,4,4,1,2,2,4,4,4,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,3,1,1,1,1,1,1,1,3,,5,3,8,8,8,8,1,1,5,,,3,3,,31,5,1,5,1944,1,1,29,2,98,,,,12,,,,3001,2,2,2,2,2,3,2,1,2,2,3,1,3,2,8,3,3,3,2,3,2,8,2,8,8,8,8,3,3,3,2,1,8,1,2,2,1,8,2,1,1,8,3,2,8,3,1,1,8,8,1,1,1,8,8,8,2,3,8,8,1,8,2,2,2,8,2,1,8,8,2,1,1,8,1,8,2,2,8,1,8,2,3,8,2,11,2,1,1,3,2,2,1,1,1,4,1,1944,,1,1,1,3,4,39.19,10,1,0.242237607830122,0.59103260897961,0.482086884340101,,0,0,0
94,4,1,10,0,819,100488,44,2,0,1,2,31,1,0,1,0,1,0,1,0,16,4,8,2,0,2,1,5,1,3,2,8,3,1,1,0,5,,,,3,1,8,8,,,1,1,1,5,2,5,5,3,,8,5,3,3,3,1,3,8,,8,,,,,60,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,1,,,1,2,,1,2,,100,0,0,100,60,65,1,1,2,3,8,,1,1,1,1,8,8,8,0,,,,,,,4,4,8,4,8,8,8,8,5,,2,5,,,3,,1,8,,8,,,2,5,,,,5,,,,3,,1,,,,8,,8,,,5,,1,5,1,1,5,5,8,,1,5,5,5,1951,2,4,5,1,6125,5,1,,5,5,2,,2,1,,8,1,1,5,1,1,2,,,12,,,,12,,,,4,1,10,0,819,113088,42,2,0,2,2,33,1,0,1,0,1,0,1,0,16,4,8,2,0,2,1,5,3,2,4,1,4,1,98,1,4,8,,8,,5,,,,1,3,1,8,1,2,1,5,,5,,8,,5,2,3,5,,,,3,2,3,3,3,4,60,50,40,70,998,50,60,998,,1,8,,3,8,8,3,1,1,2,1,1,4,4,5,5,5,2,4,4,8,60,75,40,70,60,65,998,80,75,80,50,1,1,1,8,2,8,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,5,1,3,1,8,1,1,1,1,3,,2,3,3,8,3,1,2,3,,,8,8,8,998,1,5,5,1951,1,3,20,2,12,18,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,23.31,12,1,0.567576518249523,0.49452623144911,,,0.54671503044919,0.478260848780018,
